axis,source,term_id,term_name,term_size_in_background,query_size,intersection_size,raw_hypergeom_p,bh_q_within_source,significant_q_lt_0_05,intersection_genes,themes
cluster_11,GO:BP,GO:0002224,Toll-like receptor 4,12,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0002755,Toll-like receptor 4,9,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0006909,Toll-like receptor 4,20,245,1,0.5615362841942778,1.0,False,LTAP1,
cluster_11,GO:BP,GO:0006954,Toll-like receptor 4,140,245,6,0.4992421725049371,1.0,False,FOS;HMGB1;NAMPT;PARP4;RAC1;TNFRSF1B,
cluster_11,GO:BP,GO:0006955,Toll-like receptor 4,146,245,4,0.8472559558669333,1.0,False,B2M;HLA-E;HMGB1;PIK3R1,
cluster_11,GO:BP,GO:0010572,Toll-like receptor 4,6,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0032689,Toll-like receptor 4,16,245,2,0.13423590330538837,1.0,False,DDIT3;HMGB1,
cluster_11,GO:BP,GO:0032700,Toll-like receptor 4,7,245,1,0.2504271984468424,1.0,False,DDIT3,
cluster_11,GO:BP,GO:0032715,Toll-like receptor 4,14,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0032720,Toll-like receptor 4,28,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0032722,Toll-like receptor 4,22,245,2,0.22177971990224454,1.0,False,APP;HMGB1,
cluster_11,GO:BP,GO:0032727,Toll-like receptor 4,10,245,1,0.3376043486282853,1.0,False,HMGB1,
cluster_11,GO:BP,GO:0032728,Toll-like receptor 4,16,245,1,0.4828179964692008,1.0,False,HMGB1,
cluster_11,GO:BP,GO:0032729,Toll-like receptor 4,28,245,2,0.31259529635782074,1.0,False,APP;PSMA4,
cluster_11,GO:BP,GO:0032731,Toll-like receptor 4,37,245,3,0.18601621239541072,1.0,False,APP;HMGB1;NAIP,
cluster_11,GO:BP,GO:0032732,Toll-like receptor 4,7,245,1,0.2504271984468424,1.0,False,HMGB1,
cluster_11,GO:BP,GO:0032735,Toll-like receptor 4,18,245,1,0.5237943168308465,1.0,False,HMGB1,
cluster_11,GO:BP,GO:0032755,Toll-like receptor 4,43,245,2,0.5225971468660264,1.0,False,APP;HMGB1,
cluster_11,GO:BP,GO:0032757,Toll-like receptor 4,37,245,2,0.44333717724654026,1.0,False,DDIT3;HMGB1,
cluster_11,GO:BP,GO:0032760,Toll-like receptor 4,52,245,5,0.05712565530284123,1.0,False,ABCC8;APP;HLA-E;HMGB1;PSMA4,
cluster_11,GO:BP,GO:0034142,Toll-like receptor 4,16,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0036120,Toll-like receptor 4,13,245,1,0.4146791292936395,1.0,False,RDX,
cluster_11,GO:BP,GO:0042088,Toll-like receptor 4,5,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0042116,Toll-like receptor 4,9,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0042742,Toll-like receptor 4,33,245,1,0.7438215406811841,1.0,False,NAIP,
cluster_11,GO:BP,GO:0043032,Toll-like receptor 4,13,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0045087,Toll-like receptor 4,86,245,6,0.13253597849161555,1.0,False,ADAR;APP;B2M;MSRB1;TRIM28;WFDC2,
cluster_11,GO:BP,GO:0045321,Toll-like receptor 4,8,245,1,0.280686769443798,1.0,False,PRDX2,
cluster_11,GO:BP,GO:0045429,Toll-like receptor 4,25,245,2,0.26719255513309026,1.0,False,APP;HSP90AB1,
cluster_11,GO:BP,GO:0045671,Toll-like receptor 4,9,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0050727,Toll-like receptor 4,44,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0050729,Toll-like receptor 4,61,245,2,0.7121519981467237,1.0,False,APP;NAIP,
cluster_11,GO:BP,GO:0050829,Toll-like receptor 4,33,245,2,0.38665602186886644,1.0,False,APP;B2M,
cluster_11,GO:BP,GO:0060729,Toll-like receptor 4,5,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0070373,Toll-like receptor 4,33,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0071222,Toll-like receptor 4,77,245,4,0.37679073752368347,1.0,False,B2M;HMGB1;RHOA;TNFRSF1B,
cluster_11,GO:BP,GO:0071346,Toll-like receptor 4,25,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0120163,Toll-like receptor 4,21,245,1,0.579274661072151,1.0,False,DDIT3,
cluster_11,GO:BP,GO:0140052,Toll-like receptor 4,8,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:1900017,Toll-like receptor 4,16,245,1,0.4828179964692008,1.0,False,APPL1,
cluster_11,GO:BP,GO:1900227,Toll-like receptor 4,13,245,1,0.4146791292936395,1.0,False,PPP2CA,
cluster_11,GO:BP,GO:1903428,Toll-like receptor 4,7,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:1904646,Toll-like receptor 4,24,245,2,0.25202145157444533,1.0,False,APP;SNX6,
cluster_11,GO:BP,GO:2000343,Toll-like receptor 4,8,245,1,0.280686769443798,1.0,False,HMGB1,
cluster_11,GO:BP,GO:2001238,Toll-like receptor 4,20,245,1,0.5615362841942778,1.0,False,APP,
cluster_11,GO:BP,GO:0006939,Amyloid beta precursor protein binding family B member 1,6,245,1,0.2189001020725035,1.0,False,APBB1,rna_protein_processing
cluster_11,GO:BP,GO:0006974,Amyloid beta precursor protein binding family B member 1,102,245,8,0.05278137401932099,1.0,False,APBB1;APC;DDIT3;PARP4;PSMA4;RPA1;SMC5;TRIM28,rna_protein_processing
cluster_11,GO:BP,GO:0010976,Amyloid beta precursor protein binding family B member 1,43,245,5,0.02823913871282724,1.0,False,ADNP;APBB1;CBFA2T2;NDRG4;STMN2,rna_protein_processing
cluster_11,GO:BP,GO:0050714,Amyloid beta precursor protein binding family B member 1,19,245,2,0.1771341876172507,1.0,False,APBB1;PPIA,rna_protein_processing
cluster_11,GO:BP,GO:1902807,Amyloid beta precursor protein binding family B member 1,7,245,2,0.02973752382647058,1.0,False,APBB1;APC,rna_protein_processing
cluster_11,GO:BP,GO:0006120,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",10,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0009060,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",20,245,1,0.5615362841942778,1.0,False,MDH2,rna_protein_processing
cluster_11,GO:BP,GO:0032981,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",7,245,1,0.2504271984468424,1.0,False,COA1,rna_protein_processing
cluster_11,GO:BP,GO:0042776,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",16,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0006915,Tumor necrosis factor receptor superfamily member 10A,119,245,9,0.050197421115437325,1.0,False,AKAP1;CGB3;DDIT3;GADD45A;MARCKS;NOTCH2;PPIA;PSMA4;TNFRSF9,
cluster_11,GO:BP,GO:0007250,Tumor necrosis factor receptor superfamily member 10A,7,245,1,0.2504271984468424,1.0,False,TNFRSF1B,
cluster_11,GO:BP,GO:0008625,Tumor necrosis factor receptor superfamily member 10A,18,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0036462,Tumor necrosis factor receptor superfamily member 10A,5,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0097191,Tumor necrosis factor receptor superfamily member 10A,24,245,1,0.6283145611519831,1.0,False,TNFRSF1B,
cluster_11,GO:BP,GO:0010498,26S proteasome non-ATPase regulatory subunit 12,27,245,2,0.29750287058994934,1.0,False,CUL2;PSMA4,
cluster_11,GO:BP,GO:0043161,26S proteasome non-ATPase regulatory subunit 12,92,245,6,0.16596943679437784,1.0,False,APC;CUL2;DDIT3;NDFIP1;PSMA4;TRIM28,
cluster_11,GO:BP,GO:0061136,26S proteasome non-ATPase regulatory subunit 12,17,245,2,0.14827122190802366,1.0,False,GPX1;PSMA4,
cluster_11,GO:BP,GO:0071357,26S proteasome non-ATPase regulatory subunit 12,12,245,1,0.3900350988205244,1.0,False,PSMA4,
cluster_11,GO:BP,GO:0006511,26S proteasome non-ATPase regulatory subunit 9,77,245,7,0.03480153761781543,1.0,False,COPS3;CUL2;NDFIP1;PSMA4;RNF123;RNF144A;UBE2D2,
cluster_11,GO:BP,GO:0032024,26S proteasome non-ATPase regulatory subunit 9,24,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0007417,E3 ubiquitin-protein ligase RNF103,75,245,3,0.5882839478451238,1.0,False,APP;MARCKS;VPS13B,rna_protein_processing
cluster_11,GO:BP,GO:0036503,E3 ubiquitin-protein ligase RNF103,35,245,2,0.4153382074039428,1.0,False,CANX;HSPA5,rna_protein_processing
cluster_11,GO:BP,GO:0007186,Proteinase-activated receptor 3,200,245,4,0.9644142809791268,1.0,False,AKR1C3;APP;CALM2;CGB3,rna_protein_processing
cluster_11,GO:BP,GO:0007596,Proteinase-activated receptor 3,30,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0009611,Proteinase-activated receptor 3,31,245,2,0.3573795507774229,1.0,False,DDIT3;RAC1,rna_protein_processing
cluster_11,GO:BP,GO:0030168,Proteinase-activated receptor 3,29,245,2,0.3276178497841745,1.0,False,DGKA;PPIA,rna_protein_processing
cluster_11,GO:BP,GO:0070493,Proteinase-activated receptor 3,6,245,1,0.2189001020725035,1.0,False,IQGAP2,rna_protein_processing
cluster_11,GO:BP,GO:0071816,Guided entry of tail-anchored proteins factor 1,8,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0006282,Transcription initiation factor TFIID subunit 4,20,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0006351,Transcription initiation factor TFIID subunit 4,35,245,3,0.16577407361782154,1.0,False,CBFA2T2;GTF2H2;PTMA,
cluster_11,GO:BP,GO:0006352,Transcription initiation factor TFIID subunit 4,5,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0006366,Transcription initiation factor TFIID subunit 4,37,245,2,0.44333717724654026,1.0,False,FOS;GTF2H2,
cluster_11,GO:BP,GO:0006367,Transcription initiation factor TFIID subunit 4,18,245,1,0.5237943168308465,1.0,False,GTF2H2,
cluster_11,GO:BP,GO:0042789,Transcription initiation factor TFIID subunit 4,23,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0051123,Transcription initiation factor TFIID subunit 4,12,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0060261,Transcription initiation factor TFIID subunit 4,15,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0070527,Chloride intracellular channel protein 1,22,245,2,0.22177971990224454,1.0,False,ACTB;PPIA,rna_protein_processing
cluster_11,GO:BP,GO:0098869,Chloride intracellular channel protein 1,34,245,1,0.7542077267697344,1.0,False,GPX1,rna_protein_processing
cluster_11,GO:BP,GO:0006816,Voltage-dependent L-type calcium channel subunit beta-4,42,245,1,0.8235329076322964,1.0,False,APP,
cluster_11,GO:BP,GO:0045933,Voltage-dependent L-type calcium channel subunit beta-4,9,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0070588,Voltage-dependent L-type calcium channel subunit beta-4,64,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0099509,Voltage-dependent L-type calcium channel subunit beta-4,9,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:2000134,Voltage-dependent L-type calcium channel subunit beta-4,21,245,1,0.579274661072151,1.0,False,APC,
cluster_11,GO:BP,GO:2000300,Voltage-dependent L-type calcium channel subunit beta-4,13,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0007623,Basic helix-loop-helix ARNT-like protein 1,42,245,3,0.23902666605666328,1.0,False,AANAT;ID2;NAMPT,rna_protein_processing
cluster_11,GO:BP,GO:0032007,Basic helix-loop-helix ARNT-like protein 1,12,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0032922,Basic helix-loop-helix ARNT-like protein 1,31,245,2,0.3573795507774229,1.0,False,ID2;NAMPT,rna_protein_processing
cluster_11,GO:BP,GO:0045599,Basic helix-loop-helix ARNT-like protein 1,21,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0045892,Basic helix-loop-helix ARNT-like protein 1,258,245,12,0.3467219444396552,1.0,False,CBFA2T2;CTCF;DDIT3;ID2;KDM2B;KDM5B;RBBP7;SNX6;TNP1;TRIM28;YWHAB;YWHAQ,rna_protein_processing
cluster_11,GO:BP,GO:0050767,Basic helix-loop-helix ARNT-like protein 1,21,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0050796,Basic helix-loop-helix ARNT-like protein 1,20,245,2,0.19187485827410533,1.0,False,ABCC8;HADH,rna_protein_processing
cluster_11,GO:BP,GO:0051726,Basic helix-loop-helix ARNT-like protein 1,84,245,6,0.12218001335194588,1.0,False,ACTB;GADD45A;HBP1;HSP90AB1;PUM1;RNF123,rna_protein_processing
cluster_11,GO:BP,GO:0051775,Basic helix-loop-helix ARNT-like protein 1,5,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0090263,Basic helix-loop-helix ARNT-like protein 1,42,245,1,0.8235329076322964,1.0,False,ADNP,rna_protein_processing
cluster_11,GO:BP,GO:0097009,Basic helix-loop-helix ARNT-like protein 1,19,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0030198,Matrilin-2,54,245,1,0.8927391209095734,1.0,False,APP,
cluster_11,GO:BP,GO:0006900,Actin nucleation-promoting factor WASL,8,245,2,0.03861020146815302,1.0,False,SNAP91;WASL,
cluster_11,GO:BP,GO:0008154,Actin nucleation-promoting factor WASL,8,245,2,0.03861020146815302,1.0,False,EVL;WASL,
cluster_11,GO:BP,GO:0016050,Actin nucleation-promoting factor WASL,7,245,2,0.02973752382647058,1.0,False,EPS15;WASL,
cluster_11,GO:BP,GO:0030041,Actin nucleation-promoting factor WASL,11,245,3,0.008400785528042897,0.8919006934065628,False,MSRB1;RAC1;WASL,
cluster_11,GO:BP,GO:0051491,Actin nucleation-promoting factor WASL,9,245,2,0.048344328459922536,1.0,False,PIK3R1;WASL,
cluster_11,GO:BP,GO:0060997,Actin nucleation-promoting factor WASL,11,245,1,0.36435788219011683,1.0,False,WASL,
cluster_11,GO:BP,GO:0065003,Actin nucleation-promoting factor WASL,67,245,4,0.2844358329878943,1.0,False,APC;KPNA3;SPP2;WASL,
cluster_11,GO:BP,GO:0099175,Actin nucleation-promoting factor WASL,13,245,1,0.4146791292936395,1.0,False,WASL,
cluster_11,GO:BP,GO:0003170,"cGMP-dependent 3',5'-cyclic phosphodiesterase",7,245,1,0.2504271984468424,1.0,False,APC,
cluster_11,GO:BP,GO:0003281,"cGMP-dependent 3',5'-cyclic phosphodiesterase",11,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0035904,"cGMP-dependent 3',5'-cyclic phosphodiesterase",6,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0007193,"cGMP-dependent 3',5'-cyclic phosphodiesterase",29,245,1,0.6977197383248812,1.0,False,APP,
cluster_11,GO:BP,GO:0030224,"cGMP-dependent 3',5'-cyclic phosphodiesterase",17,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0043116,"cGMP-dependent 3',5'-cyclic phosphodiesterase",7,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0043117,"cGMP-dependent 3',5'-cyclic phosphodiesterase",6,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0061028,"cGMP-dependent 3',5'-cyclic phosphodiesterase",12,245,1,0.3900350988205244,1.0,False,RDX,
cluster_11,GO:BP,GO:0071320,"cGMP-dependent 3',5'-cyclic phosphodiesterase",26,245,2,0.28236115148572677,1.0,False,AANAT;APP,
cluster_11,GO:BP,GO:0071466,"cGMP-dependent 3',5'-cyclic phosphodiesterase",16,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0071560,"cGMP-dependent 3',5'-cyclic phosphodiesterase",31,245,1,0.7217198248775628,1.0,False,FOS,
cluster_11,GO:BP,GO:0097011,"cGMP-dependent 3',5'-cyclic phosphodiesterase",6,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0002931,Eukaryotic elongation factor 2 kinase,23,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0006414,Eukaryotic elongation factor 2 kinase,6,245,2,0.02181516387246577,0.9369038799964245,False,EEF1A1;EEF1G,
cluster_11,GO:BP,GO:0032869,Eukaryotic elongation factor 2 kinase,49,245,3,0.3165269184992666,1.0,False,INSIG1;LPIN1;PIK3R1,
cluster_11,GO:BP,GO:0045807,Eukaryotic elongation factor 2 kinase,10,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0046777,Eukaryotic elongation factor 2 kinase,38,245,1,0.7917234814306002,1.0,False,ULK2,
cluster_11,GO:BP,GO:0051965,Eukaryotic elongation factor 2 kinase,27,245,2,0.29750287058994934,1.0,False,ADNP;CLSTN3,
cluster_11,GO:BP,GO:0061003,Eukaryotic elongation factor 2 kinase,8,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0071277,Eukaryotic elongation factor 2 kinase,29,245,4,0.0277257599892487,1.0,False,AKR1C3;CAMK2D;MICU1;TUBA1A,
cluster_11,GO:BP,GO:1990416,Eukaryotic elongation factor 2 kinase,7,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0048025,Histone deacetylase complex subunit SAP18,9,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0050684,Histone deacetylase complex subunit SAP18,8,245,1,0.280686769443798,1.0,False,RBM8A,
cluster_11,GO:BP,GO:0001817,Insulin-like growth factor 2 mRNA-binding protein 3,24,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0006412,Insulin-like growth factor 2 mRNA-binding protein 3,82,245,6,0.11224335296551742,1.0,False,EEF1A1;GSPT1;NARS1;RPL15;RPL22;RPL24,rna_protein_processing
cluster_11,GO:BP,GO:0009653,Insulin-like growth factor 2 mRNA-binding protein 3,51,245,1,0.8785106637697825,1.0,False,RAC1,rna_protein_processing
cluster_11,GO:BP,GO:0070934,Insulin-like growth factor 2 mRNA-binding protein 3,9,245,1,0.30972957456678235,1.0,False,CSDE1,rna_protein_processing
cluster_11,GO:BP,GO:0005975,Beta-mannosidase,55,245,3,0.38343663310022386,1.0,False,GLO1;SLC2A3;TALDO1,
cluster_11,GO:BP,GO:0006516,Beta-mannosidase,6,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0036211,Beta-mannosidase,28,245,3,0.10130133560762163,1.0,False,PARP4;RABGGTB;UBE2D2,
cluster_11,GO:BP,GO:0000281,Exocyst complex component 5,24,245,4,0.014505586973491054,0.8919006934065628,False,APC;PDCD6IP;RHOA;STMN1,
cluster_11,GO:BP,GO:0001822,Exocyst complex component 5,36,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0006892,Exocyst complex component 5,6,245,1,0.2189001020725035,1.0,False,SCAMP1,
cluster_11,GO:BP,GO:0072659,Exocyst complex component 5,66,245,3,0.5010704041515353,1.0,False,RDX;SCP2;WDR59,
cluster_11,GO:BP,GO:0002456,Butyrophilin subfamily 3 member A3,5,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0001819,Butyrophilin subfamily 3 member A1,27,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0050852,Butyrophilin subfamily 3 member A1,31,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0006606,Importin subunit alpha-4,31,245,5,0.007360104660376589,0.8919006934065628,False,ADAR;APPL1;KPNA3;RAN;TNPO1,
cluster_11,GO:BP,GO:0006607,Importin subunit alpha-4,7,245,1,0.2504271984468424,1.0,False,KPNA3,
cluster_11,GO:BP,GO:0001937,Krev interaction trapped protein 1,16,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0007264,Krev interaction trapped protein 1,52,245,2,0.6265589200027171,1.0,False,RAC1;RHOA,rna_protein_processing
cluster_11,GO:BP,GO:0010596,Krev interaction trapped protein 1,13,245,1,0.4146791292936395,1.0,False,HMGB1,rna_protein_processing
cluster_11,GO:BP,GO:0016525,Krev interaction trapped protein 1,48,245,2,0.5826428990042336,1.0,False,ABCC8;GADD45A,rna_protein_processing
cluster_11,GO:BP,GO:0033622,Krev interaction trapped protein 1,6,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0045454,Krev interaction trapped protein 1,20,245,3,0.0444681517055591,1.0,False,DDIT3;GPX1;PRDX2,rna_protein_processing
cluster_11,GO:BP,GO:0045765,Krev interaction trapped protein 1,20,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:2000352,Krev interaction trapped protein 1,14,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0030855,Uroplakin-2,41,245,0,1.0,1.0,False,,
cluster_11,GO:BP,GO:0007155,Neural cell adhesion molecule L1-like protein,171,245,3,0.9718641500755866,1.0,False,APC;RAC1;SPP1,rna_protein_processing
cluster_11,GO:BP,GO:0043524,Neural cell adhesion molecule L1-like protein,55,245,6,0.02244961146730314,0.9475284288268635,False,ADNP;ERBB3;KDM2B;MSH2;NAIP;SNX6,rna_protein_processing
cluster_11,GO:BP,GO:0001709,Delta-like protein 1,7,245,1,0.2504271984468424,1.0,False,NOTCH2,rna_protein_processing
cluster_11,GO:BP,GO:0001756,Delta-like protein 1,7,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0001947,Delta-like protein 1,22,245,2,0.22177971990224454,1.0,False,NDRG4;NOTCH2,rna_protein_processing
cluster_11,GO:BP,GO:0002315,Delta-like protein 1,6,245,1,0.2189001020725035,1.0,False,NOTCH2,rna_protein_processing
cluster_11,GO:BP,GO:0007154,Delta-like protein 1,30,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0007219,Delta-like protein 1,27,245,1,0.6716589503844332,1.0,False,NOTCH2,rna_protein_processing
cluster_11,GO:BP,GO:0007368,Delta-like protein 1,13,245,1,0.4146791292936395,1.0,False,KIF3B,rna_protein_processing
cluster_11,GO:BP,GO:0021510,Delta-like protein 1,10,245,1,0.3376043486282853,1.0,False,NEFL,rna_protein_processing
cluster_11,GO:BP,GO:0030097,Delta-like protein 1,20,245,1,0.5615362841942778,1.0,False,NOTCH2,rna_protein_processing
cluster_11,GO:BP,GO:0030155,Delta-like protein 1,18,245,1,0.5237943168308465,1.0,False,PTK2,rna_protein_processing
cluster_11,GO:BP,GO:0032693,Delta-like protein 1,11,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0034351,Delta-like protein 1,5,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0045596,Delta-like protein 1,20,245,2,0.19187485827410533,1.0,False,ACTB;SMARCC1,rna_protein_processing
cluster_11,GO:BP,GO:0045662,Delta-like protein 1,12,245,1,0.3900350988205244,1.0,False,DDIT3,rna_protein_processing
cluster_11,GO:BP,GO:0045665,Delta-like protein 1,19,245,1,0.543053212898269,1.0,False,DIXDC1,rna_protein_processing
cluster_11,GO:BP,GO:0045747,Delta-like protein 1,24,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0048665,Delta-like protein 1,8,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0060041,Delta-like protein 1,11,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:0070986,Delta-like protein 1,5,245,1,0.18605261237249726,1.0,False,NOTCH2,rna_protein_processing
cluster_11,GO:BP,GO:0072583,Delta-like protein 1,17,245,2,0.14827122190802366,1.0,False,CANX;SNAP91,rna_protein_processing
cluster_11,GO:BP,GO:0097150,Delta-like protein 1,10,245,0,1.0,1.0,False,,rna_protein_processing
cluster_11,GO:BP,GO:1903672,Delta-like protein 1,10,245,1,0.3376043486282853,1.0,False,HMGB1,rna_protein_processing
cluster_11,GO:BP,GO:0002091,Syntenin-1,8,245,1,0.280686769443798,1.0,False,SDCBP,
cluster_11,GO:BP,GO:0006612,Syntenin-1,13,245,1,0.4146791292936395,1.0,False,SDCBP,
cluster_11,GO:BP,GO:0007268,Syntenin-1,86,245,3,0.6807467276756929,1.0,False,DTNA;SCN2B;SDCBP,
cluster_11,GO:BP,GO:0007346,Syntenin-1,30,245,1,0.7099669128098163,1.0,False,SDCBP,
cluster_11,GO:BP,GO:0010718,Syntenin-1,32,245,2,0.3720857586980901,1.0,False,PTK2;SDCBP,
cluster_11,GO:BP,GO:0030307,Syntenin-1,35,245,1,0.7641744773393164,1.0,False,SDCBP,
cluster_11,GO:BP,GO:0030511,Syntenin-1,11,245,2,0.07006901300996995,1.0,False,HSP90AB1;SDCBP,
cluster_11,GO:BP,GO:0042327,Syntenin-1,8,245,1,0.280686769443798,1.0,False,SDCBP,
